Time (h),BA_PVS_concentration_mmol_l,BA_outside_PVS_concentration_mmol_l,BA_peak_time_h,BA_lag_time_h,BA_FTA_time_h,MCA-L_PVS_concentration_mmol_l,MCA-L_outside_PVS_concentration_mmol_l,MCA-L_peak_time_h,MCA-L_lag_time_h,MCA-L_FTA_time_h,MCA-R_PVS_concentration_mmol_l,MCA-R_outside_PVS_concentration_mmol_l,MCA-R_peak_time_h,MCA-R_lag_time_h,MCA-R_FTA_time_h,MCA2-L_PVS_concentration_mmol_l,MCA2-L_outside_PVS_concentration_mmol_l,MCA2-L_peak_time_h,MCA2-L_lag_time_h,MCA2-L_FTA_time_h,MCA2-R_PVS_concentration_mmol_l,MCA2-R_outside_PVS_concentration_mmol_l,MCA2-R_peak_time_h,MCA2-R_lag_time_h,MCA2-R_FTA_time_h,ACA-A2_PVS_concentration_mmol_l,ACA-A2_outside_PVS_concentration_mmol_l,ACA-A2_peak_time_h,ACA-A2_lag_time_h,ACA-A2_FTA_time_h,ACA-A3_PVS_concentration_mmol_l,ACA-A3_outside_PVS_concentration_mmol_l,ACA-A3_peak_time_h,ACA-A3_lag_time_h,ACA-A3_FTA_time_h
0.3333333333333333,1.058892503392906e-05,0.0001993651482127417,,,,2.1934124079622533e-11,1.7548291885539017e-12,,,,5.859536052479875e-09,9.112519724485682e-08,,,,2.1189679389315484e-15,-5.379861165449039e-16,,,,4.2467740511192105e-12,2.1513840460781345e-13,,,,2.6136638383855213e-13,3.198538001555662e-12,,,,1.6353470629130883e-14,3.1691835930091676e-14,,,
0.36666666666666664,2.6117254315236165e-05,0.0004779370331091888,,,,8.671754206840043e-11,7.210124617419862e-12,,,,1.4529035564551465e-08,1.8962194770716186e-07,,,,1.4232184796438537e-14,-7.291742352253382e-16,,,,1.280638128857671e-11,6.753536861845516e-13,,,,8.893990229804444e-13,8.011233984169148e-12,,,,5.4584651932711296e-14,1.0207690517390453e-13,,,
0.4,5.97273091728837e-05,0.0010637496273512921,,,,3.1102206373842525e-10,2.679835727786784e-11,,,,3.544853533273617e-08,3.670198728593713e-07,,,,7.290242903648467e-14,1.365069441420145e-15,,,,3.5861275871012175e-11,1.962815093931918e-12,,,,2.6015019645327868e-12,1.826001290845439e-11,,,,1.6413548162959834e-13,2.955429389079447e-13,,,
0.43333333333333335,0.00012773097819829713,0.0022170825154777933,,,,1.0232748280349488e-09,9.120379720525205e-11,,,,8.58544109434434e-08,6.656977046377107e-07,,,,3.1943129256073907e-13,1.6071923436475308e-14,,,,9.433816921352194e-11,5.342638194609349e-12,,,,6.813420143871874e-12,3.7725408177916786e-11,,,,4.493175729677858e-13,7.767424510138371e-13,,,
0.4666666666666667,0.0002572838860591744,0.004358391854543148,,,,3.116131514268688e-09,2.869695575734985e-10,,,,2.062776445956716e-07,1.1381968915346893e-06,,,,1.2511649060946656e-12,8.34691232285323e-14,,,,2.357266348594347e-10,1.3765786186414071e-11,,,,1.639918230075749e-11,6.972039329696284e-11,,,,1.1279662885259735e-12,1.8631946818619036e-12,,,
0.5,0.0004911049194586695,0.008130792797597507,,,,8.849149524250758e-09,8.413564483525197e-10,,,,4.883657816380258e-07,1.8430292466510663e-06,,,,4.480602410375385e-12,3.4120657680021306e-13,,,,5.654471793078604e-10,3.3915689841831006e-11,,,,3.7035213033299226e-11,1.114072749201477e-10,,,,2.60885067218573e-12,4.083285544398351e-12,,,
0.5333333333333333,0.0008930276980180174,0.014470657451577032,,,,2.358243625390207e-08,2.31356836513227e-09,,,,1.129789022245312e-06,2.8365417662663363e-06,,,,1.4871217694534522e-11,1.2215261107916072e-12,,,,1.3149852488498907e-09,8.065885363919902e-11,,,,8.002507170133789e-11,1.3920811793817064e-10,,,,5.570820375560392e-12,8.136477793772325e-12,,,
0.5666666666666667,0.0015540659312558878,0.02468172404348341,,,,5.9296539596102626e-08,6.000021158826776e-09,,,,2.5360623567745354e-06,4.160755889561276e-06,,,,4.616711924952737e-11,3.986061800769795e-12,,,,2.990089514751056e-09,1.8672530777243219e-10,,,,1.6873645841791513e-10,7.719182391407407e-11,,,,1.0973643414667547e-11,1.452106886764702e-11,,,
0.6,0.0025985267359916794,0.04050677471890088,,,,1.413415556360519e-07,1.474588633703201e-08,,,,5.498604685306465e-06,5.8283268476163345e-06,,,,1.3496483978163962e-10,1.2091523301870494e-11,,,,6.690197820148211e-09,4.236501383835767e-10,,,,3.5378794437445394e-10,-2.638234217893712e-10,,,,1.9846365213969455e-11,2.2326611942299332e-11,,,
0.6333333333333333,0.00418960492258693,0.06419027393772005,,,,3.207081529374724e-07,3.448690205302655e-08,,,,1.1489412454949936e-05,7.807554982773937e-06,,,,3.735019233260157e-10,3.4487045091781746e-11,,,,1.4783027860880306e-08,9.464349432640167e-10,,,,7.485263480175836e-10,-1.2928581580008656e-09,,,,3.258932322210888e-11,2.6237064385835055e-11,,,
0.6666666666666666,0.00653385889694761,0.09852549537703909,,,,6.952604402084973e-07,7.703859953672989e-08,,,,2.312409666864247e-05,1.0012668973594173e-05,,,,9.8268520351726e-10,9.317183837390267e-11,,,,3.2288060060357864e-08,2.086649840728316e-09,,,,1.608978655341891e-09,-3.8097311073268e-09,,,,4.74520135464758e-11,1.0108180336768016e-11,,,
0.7,0.009884014395776995,0.14688058695454284,,,,1.444814968605849e-06,1.6491678653188964e-07,,,,4.485476613414273e-05,1.2307220234526333e-05,,,,2.4669592089955438e-09,2.396956221434527e-10,,,,6.961604582563425e-08,4.5409146071437295e-09,,,,3.5057833069394896e-09,-9.256160822521673e-09,,,,5.798291153379777e-11,-6.543776189881736e-11,,,
0.7333333333333333,0.01453966079868355,0.2131995881894876,,,,2.88663927616363e-06,3.393200208081711e-07,,,,8.395985562838013e-05,1.4531087615852589e-05,,,,5.927917663869773e-09,5.895763283250583e-10,,,,1.4779079386635561e-07,9.739941548174019e-09,,,,7.67605176308237e-09,-2.0049576019061505e-08,,,,4.9966842454150916e-11,-2.8502423104355735e-10,,,
0.7666666666666667,0.020845578908318663,0.30197639258616166,,,,5.559763183232201e-06,6.728294199784586e-07,,,,0.00015189684926756336,1.656390022335183e-05,,,,1.3672310277088804e-08,1.3910699416494645e-09,,,,3.080194394206801e-07,2.0545912967774952e-08,,,,1.6709392132203738e-08,-3.997164874206366e-08,,,,3.9114829866107523e-13,-8.147119442161485e-10,,,
0.8,0.02918764348192429,0.4182017755691856,,,,1.0348272281385625e-05,1.288868860194345e-06,,,,0.0002660736378631916,1.8439197170019573e-05,,,,3.034324022996418e-08,3.1571126843110185e-09,,,,6.285586196056744e-07,4.252345801583573e-08,,,,3.582534655235953e-08,-7.45268404860499e-08,,,,-1.1444354544323603e-10,-1.9572292152423153e-09,,,
0.8333333333333334,0.03998645041066525,0.5672856331712949,,,,1.865526646932757e-05,2.390491197420798e-06,,,,0.00045207358551198416,2.0523923055071912e-05,,,,6.494421003595411e-08,6.908926745582929e-09,,,,1.2533180591588402e-06,8.617413706210416e-08,,,,7.51517958659712e-08,-1.3109338636544682e-07,,,,-2.854536535040551e-10,-4.229802875670796e-09,,,
0.8666666666666667,0.05368900170110488,0.7549582928995616,,,,3.2640180743704995e-05,4.301572692620958e-06,,,,0.0007463382712417908,2.3776566011168918e-05,,,,1.3432905523734848e-07,1.4609711864166042e-08,,,,2.438592151622571e-06,1.7072882549528292e-07,,,,1.5362848169123537e-07,-2.1855015507415905e-07,,,,-3.791861994090829e-10,-8.46385798200716e-09,,,
0.9,0.07075892196862556,0.9871560277292047,,,,5.5532463834344105e-05,7.5239583007412565e-06,,,,0.0011992719972711418,3.0094207913683337e-05,,,,2.6901128427292455e-07,2.9910526325299645e-08,,,,4.626701561203238e-06,3.3036776830220337e-07,,,,3.054483582907701e-07,-3.458693342633517e-07,,,,7.267057197870863e-11,-1.591660062632331e-08,,,
0.9333333333333333,0.09166576686698635,1.2698966606388693,,,,9.203403224368378e-05,1.2814451676595707e-05,,,,0.0018786868571188172,4.2754023365917156e-05,,,,5.22515775313084e-07,5.9391656966395e-08,,,,8.558067107271798e-06,6.240909340149189e-07,,,,5.90319999310598e-07,-5.189120790630904e-07,,,,2.3082084739567976e-09,-2.8367758980261362e-08,,,
